scene,variant,threshold,smooth_sigma,close_iters,open_iters,min_component_voxels,shape,alpha_max,alpha_mean,source_alpha_mean,source_alpha_p95,occupied_voxels,occupied_ratio,raw_reference_recall,raw_reference_precision,raw_reference_iou,shell_voxels,shell_ratio_total,shell_ratio_occupied,interior_ratio_occupied,sdf_inside_abs_p50,sdf_inside_abs_p90,sdf_outside_near_abs_p50,sdf_outside_near_abs_p90,shell_grad_mag_mean,shell_grad_mag_p95,component_count,largest_component_fraction,top5_component_fraction,small_component_fraction,removed_component_voxels
3dfront_0053_00,smooth100_thr001_min256,0.01,1.0,0,0,256,95x160x85,1.0,0.08282823860645294,0.08282826095819473,0.4212686896324158,576833,0.44646517027863775,0.9974740677860825,0.5846388816173832,0.583774604586913,218792,0.169343653250774,0.3792986878351273,0.6207013121648727,2.8284270763397217,6.0,5.0,14.966629981994629,0.06064288318157196,0.15451472997665405,32,0.9986703624128075,0.9995550561719941,0.001329637587192543,768
3dfront_0053_00,smooth100_thr001_close1_min64,0.01,1.0,1,0,64,95x160x85,1.0,0.08282823860645294,0.08282826095819473,0.4212686896324158,544940,0.42178018575851395,0.8771196091016377,0.544184680882299,0.5056361202758809,179217,0.13871284829721361,0.32887473850332144,0.6711252614966785,2.2360680103302,5.099019527435303,4.582575798034668,14.696938514709473,0.05767672881484032,0.1549733936786651,20,0.9992937529235877,0.999827565648876,0.00035770955818283546,195
3dfront_1003_03,raw_thr001,0.01,0.0,0,0,0,160x110x84,1.0,0.09865285456180573,0.09865285456180573,0.6192526906728745,512457,0.3466294642857143,1.0,1.0,1.0,386679,0.2615523538961039,0.7545589190897968,0.24544108091020322,1.4142135381698608,2.8284270763397217,3.7416574954986572,14.491376876831055,0.20415882766246796,0.5332827210426331,352,0.9974866183894454,0.9983764491459771,0.0,0
3dfront_1003_03,smooth075_thr001,0.01,0.75,0,0,0,160x110x84,1.0,0.09865285456180573,0.09865285456180573,0.4968435361981393,713418,0.4825608766233766,0.9984096226610233,0.717170018138034,0.7163516667530063,264259,0.17874661796536798,0.37041257719878107,0.6295874228012189,3.0,5.74456262588501,5.0,15.36229133605957,0.07836321741342545,0.2148030921816826,58,0.9983586060346108,0.9996411640861318,0.0,0
3dfront_1003_03,smooth100_thr001,0.01,1.0,0,0,0,160x110x84,1.0,0.09865285456180573,0.09865283221006393,0.4628358721733094,760060,0.5141098484848485,0.9978905547197131,0.672810041312528,0.6718544921374621,228965,0.1548735119047619,0.3012459542667684,0.6987540457332315,3.605551242828369,7.211102485656738,5.385164737701416,15.779733657836914,0.055317483842372894,0.14594779014587397,17,0.9995395100386811,0.9999447412046417,0.0,0
3dfront_1003_03,smooth100_thr002,0.02,1.0,0,0,0,160x110x84,1.0,0.09865285456180573,0.09865283221006393,0.4628358721733094,703170,0.47562905844155845,0.991521239830854,0.7226019312541775,0.7181642792025611,243297,0.16456777597402597,0.34600025598361706,0.653999744016383,3.0,6.164413928985596,5.196152210235596,16.0,0.06548839807510376,0.15894051492214198,23,0.9981796720565439,0.9994723893226389,0.0,0
3dfront_1003_03,smooth100_thr001_min64,0.01,1.0,0,0,64,160x110x84,1.0,0.09865285456180573,0.09865283221006393,0.4628358721733094,759916,0.5140124458874459,0.9977520065098144,0.6728441038220013,0.6718256450146374,228823,0.15477746212121213,0.30111617599839985,0.6988838240016002,3.605551242828369,7.211102485656738,5.385164737701416,15.81138801574707,0.055343516170978546,0.1459766238927841,17,0.9995395100386811,0.9999447412046417,0.0001894587269426098,144
3dfront_1003_03,smooth100_thr001_min256,0.01,1.0,0,0,256,160x110x84,1.0,0.09865285456180573,0.09865283221006393,0.4628358721733094,759710,0.5138731060606061,0.99762906936582,0.6729436232246515,0.6718691066793705,228633,0.1546489448051948,0.30094773005488934,0.6990522699451107,3.605551242828369,7.211102485656738,5.385164737701416,15.81138801574707,0.05537082999944687,0.14600840210914612,17,0.9995395100386811,0.9999447412046417,0.00046048996131884323,350
3dfront_1003_03,smooth100_thr001_close1_min64,0.01,1.0,1,0,64,160x110x84,1.0,0.09865285456180573,0.09865283221006393,0.4628358721733094,707988,0.478887987012987,0.8845776328550493,0.640276388865348,0.5909087946481528,187449,0.12679180194805195,0.2647629620841031,0.7352370379158969,3.0,5.916079998016357,5.0,15.394804000854492,0.05490744113922119,0.14909176528453827,9,0.9995989063135535,0.9999844646811588,0.00010733493017580331,76
3dfront_0092_00,raw_thr001,0.01,0.0,0,0,0,160x152x109,1.0,0.08498746156692505,0.08498746156692505,0.5482357800006848,760886,0.2870314763399324,1.0,1.0,1.0,530032,0.19994567841622404,0.6965984391879992,0.30340156081200076,1.4142135381698608,3.0,5.916079998016357,16.0,0.17782247066497803,0.4958948418498037,581,0.9875750112369002,0.9971822322923539,0.0,0
3dfront_0092_00,smooth075_thr001,0.01,0.75,0,0,0,160x152x109,1.0,0.08498746156692505,0.08498744666576385,0.4846827879548069,1003890,0.37870065789473684,0.9986450006965564,0.7569106176971581,0.7561340642697286,337471,0.12730527221149204,0.3361633246670452,0.6638366753329548,3.1622776985168457,7.211102485656738,7.071067810058594,16.0,0.0766015499830246,0.21677511185407639,153,0.9851248642779588,0.9981701182400462,0.0,0
3dfront_0092_00,smooth100_thr001,0.01,1.0,0,0,0,160x152x109,1.0,0.08498746156692505,0.08498740941286087,0.46241095662117004,1061336,0.4003711974891357,0.9976461651285475,0.7152259039550152,0.7140209965507414,305540,0.11525983824239498,0.28788244250642586,0.7121175574935741,3.7416574954986572,8.366600036621094,7.348469257354736,16.0,0.05580367147922516,0.14954668506979943,59,0.9849397363323208,0.998760995575388,0.0,0
3dfront_0092_00,smooth100_thr002,0.02,1.0,0,0,0,160x152x109,1.0,0.08498746156692505,0.08498740941286087,0.46241095662117004,982668,0.37069501448575565,0.9910972208714578,0.767412798625782,0.7621588733852009,312292,0.11780691694833414,0.31780011153309157,0.6821998884669085,3.1622776985168457,7.348469257354736,7.681145668029785,16.0,0.06614090502262115,0.16201528087258352,53,0.9885383466236817,0.9989609919118155,0.0,0
3dfront_0092_00,smooth100_thr001_min64,0.01,1.0,0,0,64,160x152x109,1.0,0.08498746156692505,0.08498740941286087,0.46241095662117004,1060761,0.40015428838725253,0.9972702875332179,0.7153439841773972,0.7139460576306078,304968,0.11504406084017382,0.2874992576084528,0.7125007423915473,3.7416574954986572,8.366600036621094,7.8102498054504395,16.0,0.05588958412408829,0.14961832836270314,59,0.9849397363323208,0.998760995575388,0.000541769995552775,575
3dfront_0092_00,smooth100_thr001_min256,0.01,1.0,0,0,256,160x152x109,1.0,0.08498746156692505,0.08498740941286087,0.46241095662117004,1060021,0.39987513580395945,0.9968970384525409,0.7155754461468217,0.7139851767066837,304257,0.11477584802028006,0.2870292192324492,0.7129707807675508,3.7416574954986572,8.366600036621094,8.0,16.0,0.05598503351211548,0.14969169795513154,59,0.9849397363323208,0.998760995575388,0.0012390044246119985,1315
3dfront_0092_00,smooth100_thr001_close1_min64,0.01,1.0,1,0,64,160x152x109,1.0,0.08498746156692505,0.08498740941286087,0.46241095662117004,989527,0.37328245714630615,0.8945242782755892,0.687834692737035,0.6362333634329237,261717,0.09872834681313375,0.2644869720583673,0.7355130279416326,3.0,6.0,7.141428470611572,16.0,0.05491526052355766,0.1482276529073715,31,0.9870005344875841,0.9995766535014999,0.00020813694198334299,206
3dfront_0045_00,raw_thr001,0.01,0.0,0,0,0,156x160x111,1.0,0.08071185648441315,0.08071185648441315,0.5460916489362708,725081,0.2617091851466851,1.0,1.0,1.0,533266,0.19247588935088936,0.7354571420296491,0.26454285797035093,1.4142135381698608,2.8284270763397217,5.4772257804870605,16.0,0.20187631249427795,0.5176526457071304,623,0.9889198586089002,0.9965203887565665,0.0,0
3dfront_0045_00,smooth075_thr001,0.01,0.75,0,0,0,156x160x111,1.0,0.08071185648441315,0.08071187883615494,0.4694135740399359,1019406,0.3679422210672211,0.9983822497072741,0.7101272701946035,0.7093110871377913,386536,0.139515477015477,0.3791776779810988,0.6208223220189012,2.8284270763397217,5.74456262588501,7.0,16.0,0.07912781834602356,0.21380195394158363,184,0.987091502306245,0.9976702118684803,0.0,0
3dfront_0045_00,smooth100_thr001,0.01,1.0,0,0,0,156x160x111,1.0,0.08071185648441315,0.08071180433034897,0.44395562857389403,1096910,0.39591634904134904,0.997498210544753,0.659367678296305,0.658279058253028,346394,0.1250267094017094,0.3157907212077563,0.6842092787922437,3.1622776985168457,6.557438373565674,7.4833149909973145,16.0,0.055448099970817566,0.1449132628738879,73,0.9871666773026045,0.9981347603723186,0.0,0
3dfront_0045_00,smooth100_thr002,0.02,1.0,0,0,0,156x160x111,1.0,0.08071185648441315,0.08071180433034897,0.44395562857389403,1002835,0.3619611197736198,0.9903238396813597,0.7160350406597297,0.7110603445458785,357988,0.12921142296142296,0.35697597311621554,0.6430240268837845,2.8284270763397217,6.0,7.681145668029785,16.0,0.06854201853275299,0.16250180602073666,59,0.9898836797678581,0.9988053867286244,0.0,0
3dfront_0045_00,smooth100_thr001_min64,0.01,1.0,0,0,64,156x160x111,1.0,0.08071185648441315,0.08071180433034897,0.44395562857389403,1096261,0.3956821003696004,0.9970030934474907,0.6594305553148383,0.6581260230473565,345750,0.12479426541926542,0.31539022185410226,0.6846097781458977,3.1622776985168457,6.633249759674072,7.874007701873779,16.0,0.05553183704614639,0.14498560056090354,73,0.9871666773026045,0.9981347603723186,0.0005916620324365718,649
3dfront_0045_00,smooth100_thr001_min256,0.01,1.0,0,0,256,156x160x111,1.0,0.08071185648441315,0.08071180433034897,0.44395562857389403,1095553,0.3954265563640564,0.9966169296947514,0.6596011329438193,0.6581275512155671,345057,0.12454413548163548,0.3149614852042758,0.6850385147957242,3.1622776985168457,6.633249759674072,8.062257766723633,16.0,0.05561234802007675,0.145054504275322,73,0.9871666773026045,0.9981347603723186,0.0012371115223673774,1357
3dfront_0045_00,smooth100_thr001_close1_min64,0.01,1.0,1,0,64,156x160x111,1.0,0.08071185648441315,0.08071180433034897,0.44395562857389403,1047038,0.377915656040656,0.9088832833848908,0.6294079106966509,0.592050165977154,276295,0.0997253262878263,0.2638824951911965,0.7361175048088036,3.0,6.0,7.4833149909973145,16.0,0.05453571304678917,0.15089207738637922,47,0.987483746054659,0.9989059018290343,0.00038188417834754895,400
3dfront_1014_00,raw_thr001,0.01,0.0,0,0,0,129x160x114,1.0,0.12102983891963959,0.12102983891963959,0.7852894395589827,885971,0.3765346627226982,1.0,1.0,1.0,555162,0.2359419624643003,0.6266141894034907,0.3733858105965093,1.4142135381698608,3.7416574954986572,4.123105525970459,16.0,0.21229511499404907,0.546278429031372,745,0.9978215991268338,0.9981297356234008,0.0,0
3dfront_1014_00,smooth075_thr001,0.01,0.75,0,0,0,129x160x114,1.0,0.12102983891963959,0.12102986872196198,0.6082026124000548,1156154,0.49136151910784714,0.9980360530988035,0.764803823712066,0.76365453141652,358572,0.1523918808649531,0.31014207449872594,0.689857925501274,3.316624879837036,7.8102498054504395,5.385164737701416,16.0,0.07294324040412903,0.20868148133158684,147,0.9982683967706725,0.9992431804067624,0.0,0
3dfront_1014_00,smooth100_thr001,0.01,1.0,0,0,0,129x160x114,1.0,0.12102983891963959,0.12102986872196198,0.5752640128135678,1217305,0.5173504861961105,0.9970529509430895,0.725668587576655,0.7241154308985209,310727,0.13205791853665172,0.25525813169255035,0.7447418683074496,4.123105525970459,9.273618698120117,5.830951690673828,16.0,0.05084259808063507,0.13916804939508445,51,0.998354561921622,0.9996073293053097,0.0,0
3dfront_1014_00,smooth100_thr002,0.02,1.0,0,0,0,129x160x114,1.0,0.12102983891963959,0.12102986872196198,0.5752640128135678,1128594,0.4796486128110975,0.9871970978734067,0.7749713360163176,0.7672599450671397,325471,0.13832406840745273,0.2883862575913039,0.7116137424086961,3.605551242828369,8.124038696289062,5.830951690673828,16.0,0.060995955020189285,0.15399374812841415,58,0.9984299048196251,0.9995401357795629,0.0,0
3dfront_1014_00,smooth100_thr001_min64,0.01,1.0,0,0,64,129x160x114,1.0,0.12102983891963959,0.12102986872196198,0.5752640128135678,1216897,0.5171770875832994,0.9967764181897601,0.7257105572616253,0.724011336721451,310319,0.13188451992384062,0.2550084353893551,0.7449915646106449,4.123105525970459,9.273618698120117,6.0,16.0,0.050898801535367966,0.13920544385910025,51,0.998354561921622,0.9996073293053097,0.00033516661806203045,408
3dfront_1014_00,smooth100_thr001_min256,0.01,1.0,0,0,256,129x160x114,1.0,0.12102983891963959,0.12102986872196198,0.5752640128135678,1216577,0.5170410886712906,0.9966951514214348,0.725842260703597,0.7240995321872399,310025,0.1317595709234326,0.2548338493987639,0.7451661506012361,4.123105525970459,9.273618698120117,6.0,16.0,0.05091514810919762,0.13924345672130584,51,0.998354561921622,0.9996073293053097,0.0005980423969342112,728
3dfront_1014_00,smooth100_thr001_close1_min64,0.01,1.0,1,0,64,129x160x114,1.0,0.12102983891963959,0.12102986872196198,0.5752640128135678,1149655,0.48859946620427036,0.9067779870898709,0.6988000748050502,0.6519626341147513,256289,0.108921953624371,0.22292687806341902,0.777073121936581,3.0,7.071067810058594,5.385164737701416,16.0,0.05029944330453873,0.14084905683994292,25,0.9998095443500766,0.9999208608943241,0.0001904556499233829,219
3dfront_0040_00,raw_thr001,0.01,0.0,0,0,0,160x127x111,1.0,0.07954108715057373,0.07954108715057373,0.5535075247287747,592770,0.2628085762928283,1.0,1.0,1.0,454259,0.20139879052280626,0.7663326416654014,0.23366735833459862,1.4142135381698608,2.4494898319244385,5.099019527435303,15.29705810546875,0.20632809400558472,0.5291905581951141,614,0.9791015064864956,0.9957740776355078,0.0,0
3dfront_0040_00,smooth075_thr001,0.01,0.75,0,0,0,160x127x111,1.0,0.07954108715057373,0.07954103499650955,0.46725121736526487,841349,0.37301775200397247,0.9981712974678205,0.7032586952620138,0.7023537776891456,329310,0.14600180889550968,0.39140713306844127,0.6085928669315588,2.4494898319244385,5.385164737701416,6.164413928985596,16.0,0.07844482362270355,0.22201680168509483,190,0.9771248316691409,0.9969204218463443,0.0,0
3dfront_0040_00,smooth100_thr001,0.01,1.0,0,0,0,160x127x111,1.0,0.07954108715057373,0.07954103499650955,0.4398248985409734,904645,0.40108046038164147,0.9971017426657894,0.6533524200100592,0.6521139984752246,295137,0.1308509789316876,0.32624620707570373,0.6737537929242963,3.0,6.324555397033691,6.633249759674072,16.0,0.05549607425928116,0.1497130990028382,77,0.9768649580774779,0.9975294176168552,0.0,0
3dfront_0040_00,smooth100_thr002,0.02,1.0,0,0,0,160x127x111,1.0,0.07954108715057373,0.07954103499650955,0.4398248985409734,823818,0.3652452649499894,0.9883749177589959,0.7111752838612412,0.7052758547216895,303491,0.13455478115911187,0.3683956893391502,0.6316043106608498,2.8284270763397217,5.74456262588501,6.7082037925720215,16.0,0.06781881302595139,0.16550011932849884,64,0.9808222204418937,0.9984863161523541,0.0,0
3dfront_0040_00,smooth100_thr001_min64,0.01,1.0,0,0,64,160x127x111,1.0,0.07954108715057373,0.07954103499650955,0.4398248985409734,903841,0.4007240015606157,0.9964657455674207,0.6535164923919141,0.6520052189117111,294335,0.13049540682414698,0.3256490909352419,0.6743509090647581,3.0,6.324555397033691,7.0,16.0,0.05561992526054382,0.14982909709215164,77,0.9768649580774779,0.9975294176168552,0.0008887464143393265,804
3dfront_0040_00,smooth100_thr001_min256,0.01,1.0,0,0,256,160x127x111,1.0,0.07954108715057373,0.07954103499650955,0.4398248985409734,902681,0.4002097077392353,0.99562562207939,0.6538046109312149,0.6519319012807172,293233,0.13000682769383556,0.3248467620344285,0.6751532379655715,3.0,6.324555397033691,7.141428470611572,16.0,0.055760353803634644,0.1500369787216186,77,0.9768649580774779,0.9975294176168552,0.0021710173604010414,1964
3dfront_0040_00,smooth100_thr001_close1_min64,0.01,1.0,1,0,64,160x127x111,1.0,0.07954108715057373,0.07954103499650955,0.4398248985409734,860094,0.3813284741434348,0.901056058842384,0.6210007278274235,0.5813571774540269,241340,0.10699971625168475,0.28059723704618333,0.7194027629538167,2.8284270763397217,6.0,6.557438373565674,16.0,0.05488509312272072,0.15385865196585644,38,0.9760815982168694,0.9982719529952621,0.00048227270138952643,415
3dfront_0044_01,raw_thr001,0.01,0.0,0,0,0,141x160x109,1.0,0.09829477965831757,0.09829477965831757,0.6136554509401315,826113,0.3359493948858091,1.0,1.0,1.0,697817,0.28377618908191815,0.8446992118511633,0.15530078814883674,1.0,2.2360680103302,2.8284270763397217,12.569805145263672,0.2003191113471985,0.5000503420829773,769,0.9971577738154466,0.997723071783158,0.0,0
3dfront_0044_01,smooth075_thr001,0.01,0.75,0,0,0,141x160x109,1.0,0.09829477965831757,0.09829480946063995,0.4947724625468253,1243001,0.5054822207040146,0.9981612684947458,0.6633896513357592,0.6625799505030052,480732,0.1954958032402889,0.3867510967408715,0.6132489032591285,2.4494898319244385,5.385164737701416,4.123105525970459,13.45362377166748,0.06919964402914047,0.19345657303929326,130,0.9986202746417743,0.9993467422793707,0.0,0
3dfront_0044_01,smooth100_thr001,0.01,1.0,0,0,0,141x160x109,1.0,0.09829477965831757,0.09829476475715637,0.46412745863199145,1335812,0.5432249983733489,0.9973853455883154,0.616818085179651,0.6158223042036755,409096,0.16636410957121478,0.3062526762748051,0.6937473237251949,3.0,6.480740547180176,4.582575798034668,13.892443656921387,0.04831748083233833,0.13516533747315407,39,0.9987782711938507,0.9995448461310424,0.0,0
3dfront_0044_01,smooth100_thr002,0.02,1.0,0,0,0,141x160x109,1.0,0.09829477965831757,0.09829476475715637,0.46412745863199145,1208729,0.49154507450061813,0.9879435379905654,0.6752158672456771,0.6696975192194234,436234,0.17740012362547986,0.3609030642931542,0.6390969357068458,2.8284270763397217,5.74456262588501,4.358899116516113,13.928388595581055,0.05972538888454437,0.14927036389708517,56,0.9986233473342659,0.9993050551447016,0.0,0
3dfront_0044_01,smooth100_thr001_min64,0.01,1.0,0,0,64,141x160x109,1.0,0.09829477965831757,0.09829476475715637,0.46412745863199145,1335539,0.5431139794391308,0.9972158772468174,0.6168393435159887,0.6157788792223877,408825,0.16625390396252196,0.3061123636224775,0.6938876363775225,3.0,6.480740547180176,4.690415859222412,13.928388595581055,0.04834170266985893,0.13518072366714476,39,0.9987782711938507,0.9995448461310424,0.00020437007602866272,273
3dfront_0044_01,smooth100_thr001_min256,0.01,1.0,0,0,256,141x160x109,1.0,0.09829477965831757,0.09829476475715637,0.46412745863199145,1334806,0.5428158956340686,0.9969471488767275,0.6170117605105161,0.6158481688860175,408145,0.16597737328388315,0.30577102590189137,0.6942289740981087,3.0,6.480740547180176,5.0,14.247806549072266,0.048387426882982254,0.13525428473949433,39,0.9987782711938507,0.9995448461310424,0.0007530999871239366,1006
3dfront_0044_01,smooth100_thr001_close1_min64,0.01,1.0,1,0,64,141x160x109,1.0,0.09829477965831757,0.09829476475715637,0.46412745863199145,1304133,0.5303423287136444,0.9216523647491324,0.5838277230926601,0.5562224542081459,306190,0.12451607131238207,0.2347843356467477,0.7652156643532523,3.0,7.0,4.4721360206604,13.747727394104004,0.047297652810811996,0.14174989759922024,20,0.9992018603324585,0.9998221244929206,0.00011500571578407447,150
3dfront_0025_00,raw_thr001,0.01,0.0,0,0,0,106x160x90,1.0,0.09674976766109467,0.09674976766109467,0.5317152351140979,565614,0.3705542452830189,1.0,1.0,1.0,413363,0.2708090932914046,0.7308217264777745,0.26917827352222545,1.4142135381698608,2.8284270763397217,2.4494898319244385,11.180339813232422,0.17081031203269958,0.45146888494491555,292,0.9980552107974696,0.99862627162694,0.0,0
3dfront_0025_00,smooth075_thr001,0.01,0.75,0,0,0,106x160x90,1.0,0.09674976766109467,0.09674975275993347,0.45141469687223434,813352,0.532856394129979,0.9991867245153054,0.6948455281354199,0.6944527728762908,333227,0.2183090932914046,0.4096959250115571,0.590304074988443,2.2360680103302,4.690415859222412,3.1622776985168457,12.0,0.07190511375665665,0.18947680294513702,87,0.9986598668227287,0.999510666968299,0.0,0
3dfront_0025_00,smooth100_thr001,0.01,1.0,0,0,0,106x160x90,1.0,0.09674976766109467,0.09674975275993347,0.42197405993938464,880248,0.576682389937107,0.9985820718723369,0.6416509892666612,0.6410669088019976,288222,0.1888246855345912,0.327432723505194,0.6725672764948061,3.0,5.830951690673828,3.605551242828369,12.165525436401367,0.050134919583797455,0.13073417246341712,31,0.9988151066517618,0.999755750652089,0.0,0
3dfront_0025_00,smooth100_thr002,0.02,1.0,0,0,0,106x160x90,1.0,0.09674976766109467,0.09674975275993347,0.42197405993938464,798741,0.5232841981132076,0.9926964325494065,0.7029600333524885,0.6993431082414133,306333,0.20068985849056603,0.3835198143077668,0.6164801856922332,2.4494898319244385,5.099019527435303,3.316624879837036,12.206555366516113,0.061787787824869156,0.14665239751338946,31,0.9974547444040058,0.999460400805768,0.0,0
3dfront_0025_00,smooth100_thr001_min64,0.01,1.0,0,0,64,106x160x90,1.0,0.09674976766109467,0.09674975275993347,0.42197405993938464,879912,0.5764622641509434,0.9982620656490115,0.6416903053941758,0.6409742364299945,287888,0.18860587002096435,0.3271781723626908,0.6728218276373092,3.0,5.830951690673828,3.605551242828369,12.206555366516113,0.05018097907304764,0.13078493624925608,31,0.9988151066517618,0.999755750652089,0.00038171060882842106,336
3dfront_0025_00,smooth100_thr001_min256,0.01,1.0,0,0,256,106x160x90,1.0,0.09674976766109467,0.09674975275993347,0.42197405993938464,879912,0.5764622641509434,0.9982620656490115,0.6416903053941758,0.6409742364299945,287888,0.18860587002096435,0.3271781723626908,0.6728218276373092,3.0,5.830951690673828,3.605551242828369,12.206555366516113,0.05018097907304764,0.13078493624925608,31,0.9988151066517618,0.999755750652089,0.00038171060882842106,336
3dfront_0025_00,smooth100_thr001_close1_min64,0.01,1.0,1,0,64,106x160x90,1.0,0.09674976766109467,0.09674975275993347,0.42197405993938464,856174,0.5609106394129979,0.920923103034932,0.6083891825727014,0.5781845063997043,214391,0.14045531970649897,0.25040587544120707,0.7495941245587929,3.0,6.082762718200684,3.316624879837036,12.083045959472656,0.04868065565824509,0.13808778673410416,17,0.9990330435188808,0.999894896034661,0.00014130644228916436,121
