condition,pretrain_seed,finetune_seed,epoch,dataset,scheduler,global_batch,GPU_env,checkpoint_path,eval_path,AP@50,AP@25,AP@75,R50@300,R25@300,fcos_epochs,pretrain_save_name,run_name,source,git_hash,SM_MODE,SM_CONFIDENCE,SM_W_MIN,SM_TAU,SM_K,SM_STOP_GATE_GRAD,SM_RGB_MASK,SM_INPUT_RGB_CURRICULUM,PYR_MODE,PYR_SCALE,PYR_SCHEDULE,PYR_EPOCHS,PYR_ALPHA_POOL,PYR_RGB_POOL,PYR_UPSAMPLE,PYR_ALPHA_UPSAMPLE
baseline,1,1,1200,front3d,onecycle_epoch,,historical,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_all_p1.0_e1200_seed1/epoch_1200.pt,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_all_p1.0_e1200_seed1_epoch1200_sched_epoch_seed1_fcos1000_eval/eval.json,0.5892220736,0.8493890762,0.1468722224,0.7132353187,0.9485294223,1000,nerfmae_all_p1.0_e1200_seed1,nerfmae_all_p1.0_e1200_seed1_epoch1200_sched_epoch_seed1_fcos1000_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
baseline_coord_jitter,1,1,100,front3d,onecycle_epoch,16,ABCI3_1n8g_gb16_det0,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_baseline_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0/epoch_100.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_baseline_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0_epoch100_sched_epoch_seed1_fcos1000_eval/eval.json,0.5563879609,0.8196668029,0.101510644,0.6764705777,0.9558823705,1000,nerfmae_baseline_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0,nerfmae_baseline_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0_epoch100_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
baseline_no_pos,1,1,100,front3d,onecycle_epoch,16,ABCI3_1n8g_gb16_det0,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_baseline_no_pos_p1.0_e100_seed1_abci3diag_opt1n8g_det0/epoch_100.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_baseline_no_pos_p1.0_e100_seed1_abci3diag_opt1n8g_det0_epoch100_sched_epoch_seed1_fcos1000_eval/eval.json,0.5371413827,0.7831976414,0.0899342373,0.6911764741,0.9558823705,1000,nerfmae_baseline_no_pos_p1.0_e100_seed1_abci3diag_opt1n8g_det0,nerfmae_baseline_no_pos_p1.0_e100_seed1_abci3diag_opt1n8g_det0_epoch100_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_coord_jitter,1,1,100,front3d,onecycle_epoch,16,ABCI3_1n8g_gb16_det0,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_cosine_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0/epoch_100.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_cosine_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0_epoch100_sched_epoch_seed1_fcos1000_eval/eval.json,0.6218649745,0.8097126484,0.1030684114,0.7279411554,0.9485294223,1000,nerfmae_cosine_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0,nerfmae_cosine_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0_epoch100_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp,1,1,300,front3d,onecycle_epoch,,ABCI3_clean,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_seed1_fcos1000_eval/eval.json,0.5538512468,0.8248558044,0.1135081351,0.7058823705,0.9632353187,1000,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_abci3clean,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp,1,1,300,front3d,onecycle_epoch,,historical,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_epoch300_sched_epoch_seed1_fcos1000_diagnostics/eval.json,0.5987238288,0.8443000317,0.1061212122,0.7058823705,0.9632353187,1000,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_epoch300_sched_epoch_seed1_fcos1000_diagnostics,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp,1,1,300,front3d,onecycle_epoch,,historical,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_epoch300_sched_epoch_seed1_fcos1000_eval/eval.json,0.5987247825,0.8442932367,0.1061212122,0.7058823705,0.9632353187,1000,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_epoch300_sched_epoch_seed1_fcos1000_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp,1,2,300,front3d,onecycle_epoch,,ABCI3_clean,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_preseed1_ftseed2_fcos1000_eval/eval.json,0.5704139471,0.8379428387,0.1175591201,0.6838235259,0.9338235259,1000,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_abci3clean,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_preseed1_ftseed2_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp,1,3,300,front3d,onecycle_epoch,,ABCI3_clean,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_preseed1_ftseed3_fcos1000_eval/eval.json,0.5927847624,0.8255413771,0.08905595541,0.7132353187,0.9485294223,1000,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_abci3clean,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_preseed1_ftseed3_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp,2,2,300,front3d,onecycle_epoch,16,ABCI3_2n16g_gb16,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed2_abci3gb16_16g/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed2_abci3gb16_16g_epoch300_sched_epoch_seed2_fcos1000_eval/eval.json,0.5366399884,0.8290941715,0.0880639255,0.6911764741,0.9485294223,1000,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed2_abci3gb16_16g,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e300_seed2_abci3gb16_16g_epoch300_sched_epoch_seed2_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp,1,1,600,front3d,onecycle_epoch,,historical,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e600_seed1/epoch_600.pt,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e600_seed1_epoch600_sched_epoch_seed1_fcos1000_eval/eval.json,0.5894904733,0.8400973082,0.09124580026,0.7132353187,0.9705882072,1000,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e600_seed1,nerfmae_alpha_rgba_curr_cosine_ramp_p1.0_e600_seed1_epoch600_sched_epoch_seed1_fcos1000_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp_alpha_shuffle,1,1,300,front3d,onecycle_epoch,,ABCI3_clean,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_seed1_fcos1000_eval/eval.json,0.416162312,0.761267364,0.03257797286,0.5955882072,0.9558823705,1000,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_abci3clean,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp_alpha_shuffle,1,1,300,front3d,onecycle_epoch,,historical,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_epoch300_sched_epoch_seed1_fcos1000_diagnostics/eval.json,0.4136930406,0.7185236216,0.05970489234,0.6029411554,0.9485294223,1000,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_epoch300_sched_epoch_seed1_fcos1000_diagnostics,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp_alpha_shuffle,1,1,300,front3d,onecycle_epoch,,historical,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_epoch300_sched_epoch_seed1_fcos1000_eval/eval.json,0.4137793183,0.7186029553,0.05970489234,0.6029411554,0.9485294223,1000,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_epoch300_sched_epoch_seed1_fcos1000_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp_alpha_shuffle,1,2,300,front3d,onecycle_epoch,,ABCI3_clean,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_preseed1_ftseed2_fcos1000_eval/eval.json,0.4187341034,0.7395607233,0.07502216101,0.5955882072,0.9411764741,1000,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_abci3clean,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_preseed1_ftseed2_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp_alpha_shuffle,1,3,300,front3d,onecycle_epoch,,ABCI3_clean,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_preseed1_ftseed3_fcos1000_eval/eval.json,0.4531751871,0.7306307554,0.02823368274,0.6397058964,0.9485294223,1000,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_abci3clean,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed1_abci3clean_epoch300_sched_epoch_preseed1_ftseed3_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
cosine_ramp_alpha_shuffle,2,2,300,front3d,onecycle_epoch,16,ABCI3_2n16g_gb16,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed2_abci3gb16_16g/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed2_abci3gb16_16g_epoch300_sched_epoch_seed2_fcos1000_eval/eval.json,0.39640522,0.7110872865,0.0516830571,0.6176470518,0.9632353187,1000,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed2_abci3gb16_16g,nerfmae_alpha_rgba_curr_cosine_ramp_alpha_shuffle_p1.0_e300_seed2_abci3gb16_16g_epoch300_sched_epoch_seed2_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
dmae_hier_concat,1,1,100,front3d,onecycle_epoch,,unknown,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_dmae_hier_concat_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g/epoch_100.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_dmae_hier_concat_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g_epoch100_sched_epoch_seed1_fcos1000_eval/eval.json,0.5777786374,0.8311929703,0.1055305004,0.6911764741,0.9558823705,1000,nerfmae_dmae_hier_concat_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g,nerfmae_dmae_hier_concat_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g_epoch100_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
dmae_hier_concat_coord_jitter,1,1,100,front3d,onecycle_epoch,,unknown,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_dmae_hier_concat_coord_jitter_p1.0_e100_seed1_abci3dmae_cj_e100_det0_1n8g/epoch_100.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_dmae_hier_concat_coord_jitter_p1.0_e100_seed1_abci3dmae_cj_e100_det0_1n8g_epoch100_sched_epoch_seed1_fcos1000_eval/eval.json,0.5212028623,0.834076643,0.0858007744,0.6838235259,0.9558823705,1000,nerfmae_dmae_hier_concat_coord_jitter_p1.0_e100_seed1_abci3dmae_cj_e100_det0_1n8g,nerfmae_dmae_hier_concat_coord_jitter_p1.0_e100_seed1_abci3dmae_cj_e100_det0_1n8g_epoch100_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
dmae_hier_film,1,1,100,front3d,onecycle_epoch,,unknown,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_dmae_hier_film_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g/epoch_100.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_dmae_hier_film_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g_epoch100_sched_epoch_seed1_fcos1000_eval/eval.json,0.544252336,0.8061657548,0.07087484747,0.7058823705,0.9705882072,1000,nerfmae_dmae_hier_film_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g,nerfmae_dmae_hier_film_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g_epoch100_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
dmae_target_alpha_gated_rgb,1,1,100,front3d,onecycle_epoch,,unknown,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_dmae_target_alpha_gated_rgb_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g/epoch_100.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_dmae_target_alpha_gated_rgb_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g_epoch100_sched_epoch_seed1_fcos1000_eval/eval.json,0.5045067668,0.8074092269,0.08323469758,0.6544117928,0.9632353187,1000,nerfmae_dmae_target_alpha_gated_rgb_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g,nerfmae_dmae_target_alpha_gated_rgb_p1.0_e100_seed1_abci3dmae_e100_det0_1n8g_epoch100_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
input_alpha_curriculum,1,1,300,front3d,onecycle_epoch,16,ABCI3_1n8g_gb16_det0_surface_maturation_coord_jitter,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_input_alpha_curriculum_p1.0_e300_seed1_abci3sm_cj_det0_1n8g/epoch_300.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_input_alpha_curriculum_p1.0_e300_seed1_abci3sm_cj_det0_1n8g_epoch300_sched_epoch_seed1_fcos1000_eval/eval.json,0.5175645351,0.8142389655,0.07267744839,0.7058823705,0.9485294223,1000,nerfmae_input_alpha_curriculum_p1.0_e300_seed1_abci3sm_cj_det0_1n8g,nerfmae_input_alpha_curriculum_p1.0_e300_seed1_abci3sm_cj_det0_1n8g_epoch300_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,surface_maturation,raw_alpha,0.05,0.5,20,1,removed_occupied,cosine_release,,,,,,,,
masked_only_rgb_loss,,,10,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_masked_only_rgb_loss_p0.1_e10_fcos100_eval/eval.json,0.1475534439,0.5529184341,0.009200708009,0.4338235259,0.9338235259,100,nerfmae_masked_only_rgb_loss_p0.1_e10,nerfmae_masked_only_rgb_loss_p0.1_e10_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
masked_only_rgb_loss,,,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_masked_only_rgb_loss_p0.1_e30_epoch30_fcos100_eval/eval.json,0.181224674,0.6220547557,0.0001009742336,0.4485294223,0.9191176295,100,nerfmae_masked_only_rgb_loss_p0.1_e30,nerfmae_masked_only_rgb_loss_p0.1_e30_epoch30_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
masked_only_rgb_loss,,1,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_masked_only_rgb_loss_p0.1_e30_epoch30_seed1_fcos100_eval/eval.json,0.202911526,0.6518256068,0.005498080049,0.470588237,0.9411764741,100,nerfmae_masked_only_rgb_loss_p0.1_e30,nerfmae_masked_only_rgb_loss_p0.1_e30_epoch30_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
masked_only_rgb_loss,,2,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_masked_only_rgb_loss_p0.1_e30_epoch30_seed2_fcos100_eval/eval.json,0.1797454953,0.6406248808,0.00275735301,0.4191176593,0.9485294223,100,nerfmae_masked_only_rgb_loss_p0.1_e30,nerfmae_masked_only_rgb_loss_p0.1_e30_epoch30_seed2_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
masked_only_rgb_loss,,3,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_masked_only_rgb_loss_p0.1_e30_epoch30_seed3_fcos100_eval/eval.json,0.2054582536,0.6323649883,0.004635819234,0.4779411852,0.9044117928,100,nerfmae_masked_only_rgb_loss_p0.1_e30,nerfmae_masked_only_rgb_loss_p0.1_e30_epoch30_seed3_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
radiance_only,,,10,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_radiance_only_p0.1_e10_fcos100_eval/eval.json,0.2034059763,0.6187564731,0.01169786137,0.4117647111,0.9558823705,100,nerfmae_radiance_only_p0.1_e10,nerfmae_radiance_only_p0.1_e10_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
radiance_only,,,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_radiance_only_p0.1_e30_epoch30_fcos100_eval/eval.json,0.193194598,0.6039658189,0.001225490239,0.3970588148,0.9264705777,100,nerfmae_radiance_only_p0.1_e30,nerfmae_radiance_only_p0.1_e30_epoch30_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
radiance_only,,,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_radiance_only_p0.1_e30_fcos100_eval/eval.json,0.2158579528,0.5643869042,0.01032913197,0.470588237,0.9485294223,100,nerfmae_radiance_only_p0.1_e30,nerfmae_radiance_only_p0.1_e30_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
scratch,,,,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/front3d_scratch_samepath_fcos100_eval/eval.json,0.2058597505,0.6269596219,0.002035056474,0.404411763,0.9264705777,100,front3d_scratch_samepath,front3d_scratch_samepath_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
scratch,,1,,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/front3d_scratch_samepath_sched_epoch_pt01_seed1_fcos100_eval/eval.json,0.09411451966,0.4287139773,0.0009191176505,0.2352941185,0.8455882072,100,front3d_scratch_samepath_sched_epoch_pt01_seed1,front3d_scratch_samepath_sched_epoch_pt01_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
scratch,,1,,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/front3d_scratch_samepath_sched_epoch_pt02_seed1_fcos100_eval/eval.json,0.1105781272,0.5781786442,0.001838235301,0.279411763,0.9044117928,100,front3d_scratch_samepath_sched_epoch_pt02_seed1,front3d_scratch_samepath_sched_epoch_pt02_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
scratch,,1,,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/front3d_scratch_samepath_seed1_fcos100_eval/eval.json,0.2013487667,0.6240093708,0.01496862154,0.404411763,0.9264705777,100,front3d_scratch_samepath_seed1,front3d_scratch_samepath_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
scratch,,2,,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/front3d_scratch_samepath_seed2_fcos100_eval/eval.json,0.1690069735,0.5910173059,0.0137977656,0.4191176593,0.9411764741,100,front3d_scratch_samepath_seed2,front3d_scratch_samepath_seed2_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
scratch,,3,,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/front3d_scratch_samepath_seed3_fcos100_eval/eval.json,0.2530154288,0.6200400591,0.0101738479,0.5,0.9485294223,100,front3d_scratch_samepath_seed3,front3d_scratch_samepath_seed3_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
