arm,stage,target,balanced_ap,auroc,acc_at_logit0,n,pos_frac,train_n,train_pos_frac,val_n,val_pos_frac
scratch,0,objectness,0.7995628634966703,0.792964681928658,0.7244018660029766,79957,0.4877246618270874,124928,0.5,79957,0.4877246618270874
scratch,0,occupancy,0.9498346394076913,0.9370606106519699,0.86600341796875,81920,0.5,124928,0.5,81920,0.5
scratch,0,shell,0.6607545234302463,0.7154633784294129,0.659326171875,81920,0.5,124928,0.5,81920,0.5
scratch,1,objectness,0.6174088317767282,0.7981187683217534,0.758339314721771,52942,0.22632314264774323,117584,0.4687712490558624,52942,0.22632314264774323
scratch,1,occupancy,0.9568329364701782,0.9293492369022288,0.8487310406968013,66590,0.5927316546440125,124783,0.5005810260772705,66590,0.5927316546440125
scratch,1,shell,0.8293766017784416,0.8416860036656006,0.7725977198697068,68768,0.5694800019264221,124768,0.5006411671638489,68768,0.5694800019264221
scratch,2,objectness,0.602363488438497,0.8496592340170813,0.8925,10800,0.14694444835186005,64332,0.1650189608335495,10800,0.14694444835186005
scratch,2,occupancy,0.9888373253499084,0.9442180929173819,0.8993518518518518,10800,0.8364814519882202,66144,0.7903816103935242,10800,0.8364814519882202
scratch,2,shell,0.9799417299010278,0.9353297859203146,0.8885185185185185,10800,0.8075000047683716,66752,0.7622992396354675,10800,0.8075000047683716
joint_e300,0,objectness,0.8087485760843756,0.8142183594701595,0.75413034506047,79957,0.4877246618270874,124928,0.5,79957,0.4877246618270874
joint_e300,0,occupancy,0.9923892387322917,0.9908944261074066,0.95712890625,81920,0.5,124928,0.5,81920,0.5
joint_e300,0,shell,0.9491761971208772,0.9483988720178604,0.87637939453125,81920,0.5,124928,0.5,81920,0.5
joint_e300,1,objectness,0.6391088721739415,0.837189096633231,0.7802123078085452,52942,0.22632314264774323,117584,0.4687712490558624,52942,0.22632314264774323
joint_e300,1,occupancy,0.9920746865822501,0.9867875951116303,0.94291935726085,66590,0.5927316546440125,124783,0.5005810260772705,66590,0.5927316546440125
joint_e300,1,shell,0.9848398253234394,0.9778974572002082,0.9200500232666357,68768,0.5694800019264221,124768,0.5006411671638489,68768,0.5694800019264221
joint_e300,2,objectness,0.5660097997968583,0.8538644778196558,0.869537037037037,10800,0.14694444835186005,64332,0.1650189608335495,10800,0.14694444835186005
joint_e300,2,occupancy,0.9962191028444854,0.9800448713818265,0.8784259259259259,10800,0.8364814519882202,66144,0.7903816103935242,10800,0.8364814519882202
joint_e300,2,shell,0.9955506385038423,0.9807695224505223,0.9367592592592593,10800,0.8075000047683716,66752,0.7622992396354675,10800,0.8075000047683716
cosine_e300,0,objectness,0.8142475077559974,0.8197822727900143,0.7574446264867366,79957,0.4877246618270874,124928,0.5,79957,0.4877246618270874
